hla_class,intersection,n_proteins,uniprot_id,gene_name
HLA-II,All three,634,P32119,PRDX2
HLA-II,All three,634,P32456,GBP2
HLA-II,All three,634,P33151,CADH5
HLA-II,All three,634,P33176,KINH
HLA-II,All three,634,P33908,MA1A1
HLA-II,All three,634,P34932,HSP74
HLA-II,All three,634,P35221,CTNA1
HLA-II,All three,634,P35222,CTNB1
HLA-II,All three,634,P35232,PHB
HLA-II,All three,634,P35237,SPB6
HLA-II,All three,634,P35241,RADI
HLA-II,All three,634,P35442,TSP2
HLA-II,All three,634,P35527,K1C9
HLA-II,All three,634,P35579,MYH9
HLA-II,All three,634,P35606,COPB2
HLA-II,All three,634,P36222,CH3L1
HLA-II,All three,634,P36578,RL4
HLA-II,All three,634,P36955,PEDF
HLA-II,All three,634,P37108,SRP14
HLA-II,All three,634,P37802,TAGL2
HLA-II,All three,634,P37837,TALDO
HLA-II,All three,634,P38606,VATA
HLA-II,All three,634,P39023,RL3
HLA-II,All three,634,P40189,IL6RB
HLA-II,All three,634,P40199,CEAM6
HLA-II,All three,634,P41252,SYIC
HLA-II,All three,634,P42224,STAT1
HLA-II,All three,634,P42892,ECE1
HLA-II,All three,634,P43235,CATK
HLA-II,All three,634,P43307,SSRA
HLA-II,All three,634,P43405,KSYK
HLA-II,All three,634,P45880,VDAC2
HLA-II,All three,634,P46777,RL5
HLA-II,All three,634,P46940,IQGA1
HLA-II,All three,634,P46976,GLYG
HLA-II,All three,634,P48643,TCPE
HLA-II,All three,634,P49321,NASP
HLA-II,All three,634,P49327,FAS
HLA-II,All three,634,P49588,SYAC
HLA-II,All three,634,P49720,PSB3
HLA-II,All three,634,P50281,MMP14
HLA-II,All three,634,P50395,GDIB
HLA-II,All three,634,P50454,SERPH
HLA-II,All three,634,P50502,F10A1
HLA-II,All three,634,P50570,DYN2
HLA-II,All three,634,P50895,BCAM
HLA-II,All three,634,P50991,TCPD
HLA-II,All three,634,P50995,ANX11
HLA-II,All three,634,P51149,RAB7A
HLA-II,All three,634,P51659,DHB4
HLA-II,All three,634,P51812,KS6A3
HLA-II,All three,634,P51884,LUM
HLA-II,All three,634,P52566,GDIR2
HLA-II,All three,634,P52907,CAZA1
HLA-II,All three,634,P53396,ACLY
HLA-II,All three,634,P53582,MAP11
HLA-II,All three,634,P53618,COPB
HLA-II,All three,634,P53621,COPA
HLA-II,All three,634,P53990,IST1
HLA-II,All three,634,P53999,TCP4
HLA-II,All three,634,P54709,AT1B3
HLA-II,All three,634,P54727,RD23B
HLA-II,All three,634,P55008,AIF1
HLA-II,All three,634,P55058,PLTP
HLA-II,All three,634,P55072,TERA
HLA-II,All three,634,P55268,LAMB2
HLA-II,All three,634,P55287,CAD11
HLA-II,All three,634,P55899,FCGRN
HLA-II,All three,634,P57737,CORO7
HLA-II,All three,634,P58107,EPIPL
HLA-II,All three,634,P60660,MYL6
HLA-II,All three,634,P60709,ACTB
HLA-II,All three,634,P60900,PSA6
HLA-II,All three,634,P61106,RAB14
HLA-II,All three,634,P61160,ARP2
HLA-II,All three,634,P61586,RHOA
HLA-II,All three,634,P61769,B2MG
HLA-II,All three,634,P61916,NPC2
HLA-II,All three,634,P61978,HNRPK
HLA-II,All three,634,P62249,RS16
HLA-II,All three,634,P62277,RS13
HLA-II,All three,634,P62280,RS11
HLA-II,All three,634,P62424,RL7A
HLA-II,All three,634,P62750,RL23A
HLA-II,All three,634,P62805,H4
HLA-II,All three,634,P62826,RAN
HLA-II,All three,634,P62879,GBB2
HLA-II,All three,634,P62899,RL31
HLA-II,All three,634,P62906,RL10A
HLA-II,All three,634,P62937,PPIA
HLA-II,All three,634,P62987,RL40
HLA-II,All three,634,P63010,AP2B1
HLA-II,All three,634,P63104,1433Z
HLA-II,All three,634,P67809,YBOX1
HLA-II,All three,634,P67936,TPM4
HLA-II,All three,634,P68104,EF1A1
HLA-II,All three,634,P69849,NOMO3
HLA-II,All three,634,P69905,HBA
HLA-II,All three,634,P78324,SHPS1
HLA-II,All three,634,P78371,TCPB
HLA-II,All three,634,P78536,ADA17
HLA-II,All three,634,P79483,DRB3
HLA-II,All three,634,P81605,DCD
HLA-II,All three,634,P84098,RL19
HLA-II,All three,634,P98160,PGBM
HLA-II,All three,634,P98164,LRP2
HLA-II,All three,634,Q00341,VIGLN
HLA-II,All three,634,Q00610,CLH1
HLA-II,All three,634,Q00688,FKBP3
HLA-II,All three,634,Q00839,HNRPU
HLA-II,All three,634,Q01082,SPTB2
HLA-II,All three,634,Q01518,CAP1
HLA-II,All three,634,Q02809,PLOD1
HLA-II,All three,634,Q02878,RL6
HLA-II,All three,634,Q04637,IF4G1
HLA-II,All three,634,Q04917,1433F
HLA-II,All three,634,Q05682,CALD1
HLA-II,All three,634,Q05707,COEA1
HLA-II,All three,634,Q06210,GFPT1
HLA-II,All three,634,Q06323,PSME1
HLA-II,All three,634,Q06481,APLP2
HLA-II,All three,634,Q06828,FMOD
HLA-II,All three,634,Q06830,PRDX1
HLA-II,All three,634,Q07157,ZO1
HLA-II,All three,634,Q07954,LRP1
HLA-II,All three,634,Q07960,RHG01
HLA-II,All three,634,Q08174,PCDH1
HLA-II,All three,634,Q08345,DDR1
HLA-II,All three,634,Q08380,LG3BP
HLA-II,All three,634,Q09666,AHNK
HLA-II,All three,634,Q10472,GALT1
HLA-II,All three,634,Q10567,AP1B1
HLA-II,All three,634,Q10589,BST2
HLA-II,All three,634,Q12797,ASPH
HLA-II,All three,634,Q12802,AKP13
HLA-II,All three,634,Q12882,DPYD
HLA-II,All three,634,Q12913,PTPRJ
HLA-II,All three,634,Q13177,PAK2
HLA-II,All three,634,Q13200,PSMD2
HLA-II,All three,634,Q13217,DNJC3
HLA-II,All three,634,Q13228,SBP1
HLA-II,All three,634,Q13231,CHIT1
HLA-II,All three,634,Q13308,PTK7
HLA-II,All three,634,Q13310,PABP4
HLA-II,All three,634,Q13332,PTPRS
HLA-II,All three,634,Q13418,ILK
HLA-II,All three,634,Q13443,ADAM9
HLA-II,All three,634,Q13501,SQSTM
HLA-II,All three,634,Q13510,ASAH1
HLA-II,All three,634,Q13571,LAPM5
HLA-II,All three,634,Q13576,IQGA2
HLA-II,All three,634,Q13596,SNX1
HLA-II,All three,634,Q13740,CD166
HLA-II,All three,634,Q13751,LAMB3
HLA-II,All three,634,Q13753,LAMC2
HLA-II,All three,634,Q13813,SPTN1
HLA-II,All three,634,Q14008,CKAP5
HLA-II,All three,634,Q14108,SCRB2
HLA-II,All three,634,Q14118,DAG1
HLA-II,All three,634,Q14126,DSG2
HLA-II,All three,634,Q14152,EIF3A
HLA-II,All three,634,Q14195,DPYL3
HLA-II,All three,634,Q14204,DYHC1
HLA-II,All three,634,Q14247,SRC8
HLA-II,All three,634,Q14254,FLOT2
HLA-II,All three,634,Q14515,SPRL1
HLA-II,All three,634,Q14517,FAT1
HLA-II,All three,634,Q14624,ITIH4
HLA-II,All three,634,Q14677,EPN4
HLA-II,All three,634,Q14697,GANAB
HLA-II,All three,634,Q14764,MVP
HLA-II,All three,634,Q14956,GPNMB
HLA-II,All three,634,Q14974,IMB1
HLA-II,All three,634,Q15046,SYK
HLA-II,All three,634,Q15056,IF4H
HLA-II,All three,634,Q15063,POSTN
HLA-II,All three,634,Q15121,PEA15
HLA-II,All three,634,Q15149,PLEC
HLA-II,All three,634,Q15154,PCM1
HLA-II,All three,634,Q15365,PCBP1
HLA-II,All three,634,Q15366,PCBP2
HLA-II,All three,634,Q15417,CNN3
HLA-II,All three,634,Q15437,SC23B
HLA-II,All three,634,Q15582,BGH3
HLA-II,All three,634,Q15904,VAS1
HLA-II,All three,634,Q15907,RB11B
HLA-II,All three,634,Q16204,CCDC6
HLA-II,All three,634,Q16363,LAMA4
HLA-II,All three,634,Q16531,DDB1
HLA-II,All three,634,Q16555,DPYL2
HLA-II,All three,634,Q16658,FSCN1
HLA-II,All three,634,Q16739,CEGT
HLA-II,All three,634,Q16787,LAMA3
HLA-II,All three,634,Q16891,MIC60
HLA-II,All three,634,Q2LD37,K1109
HLA-II,All three,634,Q2M385,MPEG1
HLA-II,All three,634,Q30154,DRB5
HLA-II,All three,634,Q32MZ4,LRRF1
HLA-II,All three,634,Q5JRA6,TGO1
HLA-II,All three,634,Q5S007,LRRK2
HLA-II,All three,634,Q5SSJ5,HP1B3
HLA-II,All three,634,Q5T1M5,FKB15
HLA-II,All three,634,Q5T5P2,SKT
HLA-II,All three,634,Q5T9L3,WLS
HLA-II,All three,634,Q68BL8,OLM2B
HLA-II,All three,634,Q68CZ2,TENS3
HLA-II,All three,634,Q6IBS0,TWF2
HLA-II,All three,634,Q6UX71,PXDC2
HLA-II,All three,634,Q6YHK3,CD109
HLA-II,All three,634,Q709C8,VP13C
HLA-II,All three,634,Q70J99,UN13D
HLA-II,All three,634,Q7KZF4,SND1
HLA-II,All three,634,Q7Z3T8,ZFY16
HLA-II,All three,634,Q7Z406,MYH14
HLA-II,All three,634,Q7Z6Z7,HUWE1
HLA-II,All three,634,Q86UX7,URP2
HLA-II,All three,634,Q86VB7,C163A
HLA-II,All three,634,Q86X55,CARM1
HLA-II,All three,634,Q8IUX7,AEBP1
HLA-II,All three,634,Q8IV08,PLD3
HLA-II,All three,634,Q8IVF2,AHNK2
HLA-II,All three,634,Q8IXB1,DJC10
HLA-II,All three,634,Q8IXQ6,PARP9
HLA-II,All three,634,Q8IZF2,AGRF5
HLA-II,All three,634,Q8N3C0,ASCC3
HLA-II,All three,634,Q8N423,LIRB2
HLA-II,All three,634,Q8N766,EMC1
HLA-II,All three,634,Q8NBJ4,GOLM1
HLA-II,All three,634,Q8NHW5,RLA0L
HLA-II,All three,634,Q8TBA6,GOGA5
HLA-II,All three,634,Q8TDB6,DTX3L
HLA-II,All three,634,Q8TDW0,LRC8C
HLA-II,All three,634,Q8TEM1,PO210
HLA-II,All three,634,Q8WUM4,PDC6I
HLA-II,All three,634,Q8WX93,PALLD
HLA-II,All three,634,Q92522,H1X
HLA-II,All three,634,Q92542,NICA
HLA-II,All three,634,Q92597,NDRG1
HLA-II,All three,634,Q92608,DOCK2
HLA-II,All three,634,Q92616,GCN1
HLA-II,All three,634,Q92747,ARC1A
HLA-II,All three,634,Q92896,GSLG1
HLA-II,All three,634,Q92900,RENT1
HLA-II,All three,634,Q969H8,MYDGF
HLA-II,All three,634,Q96B67,ARRD3
HLA-II,All three,634,Q96FE7,P3IP1
HLA-II,All three,634,Q96HF1,SFRP2
HLA-II,All three,634,Q96KP4,CNDP2
HLA-II,All three,634,Q96P70,IPO9
HLA-II,All three,634,Q96PC5,MIA2
HLA-II,All three,634,Q96PK6,RBM14
HLA-II,All three,634,Q96RW7,HMCN1
HLA-II,All three,634,Q99523,SORT
HLA-II,All three,634,Q99536,VAT1
HLA-II,All three,634,Q99538,LGMN
HLA-II,All three,634,Q99541,PLIN2
HLA-II,All three,634,Q99715,COCA1
HLA-II,All three,634,Q99732,LITAF
HLA-II,All three,634,Q99758,ABCA3
HLA-II,All three,634,Q99879,H2B1M
HLA-II,All three,634,Q9BQT9,CSTN3
HLA-II,All three,634,Q9BT67,NFIP1
HLA-II,All three,634,Q9BTY2,FUCO2
HLA-II,All three,634,Q9BZQ8,NIBA1
HLA-II,All three,634,Q9BZZ2,SN
HLA-II,All three,634,Q9C0H2,TTYH3
HLA-II,All three,634,Q9H173,SIL1
HLA-II,All three,634,Q9H223,EHD4
HLA-II,All three,634,Q9H3G5,CPVL
HLA-II,All three,634,Q9H4M9,EHD1
HLA-II,All three,634,Q9H8L6,MMRN2
HLA-II,All three,634,Q9HB40,RISC
HLA-II,All three,634,Q9HC35,EMAL4
HLA-II,All three,634,Q9HCB6,SPON1
HLA-II,All three,634,Q9NR99,MXRA5
HLA-II,All three,634,Q9NU53,GINM1
HLA-II,All three,634,Q9NY15,STAB1
HLA-II,All three,634,Q9NYU2,UGGG1
HLA-II,All three,634,Q9NZ08,ERAP1
HLA-II,All three,634,Q9NZK5,ADA2
HLA-II,All three,634,Q9NZL9,MAT2B
HLA-II,All three,634,Q9NZM1,MYOF
HLA-II,All three,634,Q9NZN4,EHD2
HLA-II,All three,634,Q9P2E5,CHPF2
HLA-II,All three,634,Q9P2E9,RRBP1
HLA-II,All three,634,Q9UBG0,MRC2
HLA-II,All three,634,Q9UBV2,SE1L1
HLA-II,All three,634,Q9UEY8,ADDG
HLA-II,All three,634,Q9UGM5,FETUB
HLA-II,All three,634,Q9UHA4,LTOR3
HLA-II,All three,634,Q9UHG3,PCYOX
HLA-II,All three,634,Q9UI12,VATH
HLA-II,All three,634,Q9UIQ6,LCAP
HLA-II,All three,634,Q9UKK3,PARP4
HLA-II,All three,634,Q9ULG6,CCPG1
HLA-II,All three,634,Q9ULH0,KDIS
HLA-II,All three,634,Q9ULI3,HEG1
HLA-II,All three,634,Q9ULZ3,ASC
HLA-II,All three,634,Q9UQV4,LAMP3
HLA-II,All three,634,Q9Y279,VSIG4
HLA-II,All three,634,Q9Y287,ITM2B
HLA-II,All three,634,Q9Y2E5,MA2B2
HLA-II,All three,634,Q9Y2Q3,GSTK1
HLA-II,All three,634,Q9Y3Z3,SAMH1
HLA-II,All three,634,Q9Y490,TLN1
HLA-II,All three,634,Q9Y4D7,PLXD1
HLA-II,All three,634,Q9Y4L1,HYOU1
HLA-II,All three,634,Q9Y520,PRC2C
HLA-II,All three,634,Q9Y646,CBPQ
HLA-II,All three,634,Q9Y6C2,EMIL1
