hla_class,intersection,n_proteins,uniprot_id,gene_name
HLA-I,All three,1904,Q16891,MIC60
HLA-I,All three,1904,Q1KMD3,HNRL2
HLA-I,All three,1904,Q27J81,INF2
HLA-I,All three,1904,Q29RF7,PDS5A
HLA-I,All three,1904,Q2KJY2,KI26B
HLA-I,All three,1904,Q2LD37,K1109
HLA-I,All three,1904,Q2M385,MPEG1
HLA-I,All three,1904,Q2M389,WASC4
HLA-I,All three,1904,Q2TAL8,QRIC1
HLA-I,All three,1904,Q2TAY7,SMU1
HLA-I,All three,1904,Q2VIR3,IF2GL
HLA-I,All three,1904,Q2VPB7,AP5B1
HLA-I,All three,1904,Q30154,DRB5
HLA-I,All three,1904,Q32MZ4,LRRF1
HLA-I,All three,1904,Q3KQU3,MA7D1
HLA-I,All three,1904,Q3ZCQ8,TIM50
HLA-I,All three,1904,Q460N5,PAR14
HLA-I,All three,1904,Q49A26,GLYR1
HLA-I,All three,1904,Q49AG3,ZBED5
HLA-I,All three,1904,Q4KMQ2,ANO6
HLA-I,All three,1904,Q4LE39,ARI4B
HLA-I,All three,1904,Q53EL6,PDCD4
HLA-I,All three,1904,Q53EP0,FND3B
HLA-I,All three,1904,Q53FV1,ORML2
HLA-I,All three,1904,Q53G59,KLH12
HLA-I,All three,1904,Q53GT1,KLH22
HLA-I,All three,1904,Q562E7,WDR81
HLA-I,All three,1904,Q567U6,CCD93
HLA-I,All three,1904,Q5BJF6,ODFP2
HLA-I,All three,1904,Q5EBL4,RIPL1
HLA-I,All three,1904,Q5H9R7,PP6R3
HLA-I,All three,1904,Q5H9U9,DDX6L
HLA-I,All three,1904,Q5JRA6,TGO1
HLA-I,All three,1904,Q5JS54,PSMG4
HLA-I,All three,1904,Q5JSL3,DOC11
HLA-I,All three,1904,Q5JSP0,FGD3
HLA-I,All three,1904,Q5JVF3,PCID2
HLA-I,All three,1904,Q5JWF2,GNAS1
HLA-I,All three,1904,Q5PRF9,SMAG2
HLA-I,All three,1904,Q5QJE6,TDIF2
HLA-I,All three,1904,Q5RKV6,EXOS6
HLA-I,All three,1904,Q5S007,LRRK2
HLA-I,All three,1904,Q5SSJ5,HP1B3
HLA-I,All three,1904,Q5SW79,CE170
HLA-I,All three,1904,Q5T1M5,FKB15
HLA-I,All three,1904,Q5T4S7,UBR4
HLA-I,All three,1904,Q5T5P2,SKT
HLA-I,All three,1904,Q5T8P6,RBM26
HLA-I,All three,1904,Q5T953,IER5L
HLA-I,All three,1904,Q5TA45,INT11
HLA-I,All three,1904,Q5TBA9,FRY
HLA-I,All three,1904,Q5TEJ8,THMS2
HLA-I,All three,1904,Q5THJ4,VP13D
HLA-I,All three,1904,Q5THK1,PR14L
HLA-I,All three,1904,Q5UIP0,RIF1
HLA-I,All three,1904,Q5VT06,CE350
HLA-I,All three,1904,Q5VTR2,BRE1A
HLA-I,All three,1904,Q5VU43,MYOME
HLA-I,All three,1904,Q5VV17,OTUD1
HLA-I,All three,1904,Q5VWN6,TASO2
HLA-I,All three,1904,Q5VWP2,TET5C
HLA-I,All three,1904,Q5VYK3,ECM29
HLA-I,All three,1904,Q5VZ89,DEN4C
HLA-I,All three,1904,Q5VZL5,ZMYM4
HLA-I,All three,1904,Q5W0V3,F16B1
HLA-I,All three,1904,Q5XPI4,RN123
HLA-I,All three,1904,Q63HN8,RN213
HLA-I,All three,1904,Q63ZY3,KANK2
HLA-I,All three,1904,Q68BL8,OLM2B
HLA-I,All three,1904,Q68CP9,ARID2
HLA-I,All three,1904,Q68CR1,SE1L3
HLA-I,All three,1904,Q68CZ2,TENS3
HLA-I,All three,1904,Q68D10,SPT2
HLA-I,All three,1904,Q68E01,INT3
HLA-I,All three,1904,Q69YN4,VIR
HLA-I,All three,1904,Q69YQ0,CYTSA
HLA-I,All three,1904,Q6DD88,ATLA3
HLA-I,All three,1904,Q6DKI1,RL7L
HLA-I,All three,1904,Q6EKJ0,GTD2B
HLA-I,All three,1904,Q6IA86,ELP2
HLA-I,All three,1904,Q6IBS0,TWF2
HLA-I,All three,1904,Q6IN85,P4R3A
HLA-I,All three,1904,Q6KC79,NIPBL
HLA-I,All three,1904,Q6NUQ4,TM214
HLA-I,All three,1904,Q6NZI2,CAVN1
HLA-I,All three,1904,Q6P1M3,L2GL2
HLA-I,All three,1904,Q6P1X5,TAF2
HLA-I,All three,1904,Q6P2C8,MED27
HLA-I,All three,1904,Q6P2E9,EDC4
HLA-I,All three,1904,Q6P2Q9,PRP8
HLA-I,All three,1904,Q6P3W7,SCYL2
HLA-I,All three,1904,Q6P5R6,RL22L
HLA-I,All three,1904,Q6PCB8,EMB
HLA-I,All three,1904,Q6PD62,CTR9
HLA-I,All three,1904,Q6PI26,SHQ1
HLA-I,All three,1904,Q6PJ21,SPSB3
HLA-I,All three,1904,Q6PJG6,BRAT1
HLA-I,All three,1904,Q6PKG0,LARP1
HLA-I,All three,1904,Q6TFL4,KLH24
HLA-I,All three,1904,Q6UVK1,CSPG4
HLA-I,All three,1904,Q6UW02,CP20A
HLA-I,All three,1904,Q6UWU4,CF089
HLA-I,All three,1904,Q6UX71,PXDC2
HLA-I,All three,1904,Q6UXN9,WDR82
HLA-I,All three,1904,Q6V1X1,DPP8
HLA-I,All three,1904,Q6VY07,PACS1
HLA-I,All three,1904,Q6W2J9,BCOR
HLA-I,All three,1904,Q6WKZ4,RFIP1
HLA-I,All three,1904,Q6Y7W6,GGYF2
HLA-I,All three,1904,Q6YHK3,CD109
HLA-I,All three,1904,Q6YHU6,THADA
HLA-I,All three,1904,Q6ZMG9,CERS6
HLA-I,All three,1904,Q6ZMI0,PPR21
HLA-I,All three,1904,Q6ZMZ3,SYNE3
HLA-I,All three,1904,Q6ZN55,ZN574
HLA-I,All three,1904,Q6ZNJ1,NBEL2
HLA-I,All three,1904,Q6ZS17,RIPR1
HLA-I,All three,1904,Q6ZS81,WDFY4
HLA-I,All three,1904,Q6ZSZ5,ARHGI
HLA-I,All three,1904,Q6ZT07,TBCD9
HLA-I,All three,1904,Q6ZUJ8,BCAP
HLA-I,All three,1904,Q6ZV73,FGD6
HLA-I,All three,1904,Q6ZXV5,TMTC3
HLA-I,All three,1904,Q709C8,VP13C
HLA-I,All three,1904,Q70CQ2,UBP34
HLA-I,All three,1904,Q70J99,UN13D
HLA-I,All three,1904,Q70SY1,CR3L2
HLA-I,All three,1904,Q70UQ0,IKIP
HLA-I,All three,1904,Q70Z35,PREX2
HLA-I,All three,1904,Q71RC2,LARP4
HLA-I,All three,1904,Q71SY5,MED25
HLA-I,All three,1904,Q71UM5,RS27L
HLA-I,All three,1904,Q7KZ85,SPT6H
HLA-I,All three,1904,Q7KZF4,SND1
HLA-I,All three,1904,Q7L1Q6,BZW1
HLA-I,All three,1904,Q7L576,CYFP1
HLA-I,All three,1904,Q7L5N1,CSN6
HLA-I,All three,1904,Q7L7X3,TAOK1
HLA-I,All three,1904,Q7LBC6,KDM3B
HLA-I,All three,1904,Q7LG56,RIR2B
HLA-I,All three,1904,Q7Z2W4,ZCCHV
HLA-I,All three,1904,Q7Z333,SETX
HLA-I,All three,1904,Q7Z392,TPC11
HLA-I,All three,1904,Q7Z3E5,ARMC9
HLA-I,All three,1904,Q7Z3F1,GP155
HLA-I,All three,1904,Q7Z3J2,VP35L
HLA-I,All three,1904,Q7Z3T8,ZFY16
HLA-I,All three,1904,Q7Z3U7,MON2
HLA-I,All three,1904,Q7Z406,MYH14
HLA-I,All three,1904,Q7Z478,DHX29
HLA-I,All three,1904,Q7Z4L5,TT21B
HLA-I,All three,1904,Q7Z591,AKNA
HLA-I,All three,1904,Q7Z5K2,WAPL
HLA-I,All three,1904,Q7Z628,ARHG8
HLA-I,All three,1904,Q7Z6E9,RBBP6
HLA-I,All three,1904,Q7Z6I6,RHG30
HLA-I,All three,1904,Q7Z6Z7,HUWE1
HLA-I,All three,1904,Q7Z7A4,PXK
HLA-I,All three,1904,Q7Z7E8,UB2Q1
HLA-I,All three,1904,Q7Z7G8,VP13B
HLA-I,All three,1904,Q7Z7L7,ZER1
HLA-I,All three,1904,Q86TI0,TBCD1
HLA-I,All three,1904,Q86TU7,SETD3
HLA-I,All three,1904,Q86U86,PB1
HLA-I,All three,1904,Q86UV5,UBP48
HLA-I,All three,1904,Q86UX7,URP2
HLA-I,All three,1904,Q86V81,THOC4
HLA-I,All three,1904,Q86VB7,C163A
HLA-I,All three,1904,Q86VS8,HOOK3
HLA-I,All three,1904,Q86W34,AMZ2
HLA-I,All three,1904,Q86W92,LIPB1
HLA-I,All three,1904,Q86WA8,LONP2
HLA-I,All three,1904,Q86WH2,RASF3
HLA-I,All three,1904,Q86X10,RLGPB
HLA-I,All three,1904,Q86X55,CARM1
HLA-I,All three,1904,Q86XK2,FBX11
HLA-I,All three,1904,Q86XL3,ANKL2
HLA-I,All three,1904,Q86XP3,DDX42
HLA-I,All three,1904,Q86YD1,PTOV1
HLA-I,All three,1904,Q86YV0,RASL3
HLA-I,All three,1904,Q86Z02,HIPK1
HLA-I,All three,1904,Q8IU81,I2BP1
HLA-I,All three,1904,Q8IUX1,T126B
HLA-I,All three,1904,Q8IUX4,ABC3F
HLA-I,All three,1904,Q8IUX7,AEBP1
HLA-I,All three,1904,Q8IV08,PLD3
HLA-I,All three,1904,Q8IV63,VRK3
HLA-I,All three,1904,Q8IVD9,NUDC3
HLA-I,All three,1904,Q8IVF2,AHNK2
HLA-I,All three,1904,Q8IVF7,FMNL3
HLA-I,All three,1904,Q8IVG5,SAM9L
HLA-I,All three,1904,Q8IWE2,NXP20
HLA-I,All three,1904,Q8IWJ2,GCC2
HLA-I,All three,1904,Q8IWV8,UBR2
HLA-I,All three,1904,Q8IWZ3,ANKH1
HLA-I,All three,1904,Q8IX04,UEVLD
HLA-I,All three,1904,Q8IX12,CCAR1
HLA-I,All three,1904,Q8IXB1,DJC10
HLA-I,All three,1904,Q8IXI1,MIRO2
HLA-I,All three,1904,Q8IXJ9,ASXL1
HLA-I,All three,1904,Q8IXQ5,KLHL7
HLA-I,All three,1904,Q8IXQ6,PARP9
HLA-I,All three,1904,Q8IY17,PLPL6
HLA-I,All three,1904,Q8IY21,DDX60
HLA-I,All three,1904,Q8IY37,DHX37
HLA-I,All three,1904,Q8IY63,AMOL1
HLA-I,All three,1904,Q8IYM9,TRI22
HLA-I,All three,1904,Q8IZ52,CHSS2
HLA-I,All three,1904,Q8IZF2,AGRF5
HLA-I,All three,1904,Q8IZH2,XRN1
HLA-I,All three,1904,Q8IZL8,PELP1
HLA-I,All three,1904,Q8N0X7,SPART
HLA-I,All three,1904,Q8N138,ORML3
HLA-I,All three,1904,Q8N163,CCAR2
HLA-I,All three,1904,Q8N1B4,VPS52
HLA-I,All three,1904,Q8N1F7,NUP93
HLA-I,All three,1904,Q8N1G2,CMTR1
HLA-I,All three,1904,Q8N1I0,DOCK4
HLA-I,All three,1904,Q8N201,INT1
HLA-I,All three,1904,Q8N3C0,ASCC3
HLA-I,All three,1904,Q8N3P4,VPS8
HLA-I,All three,1904,Q8N3U4,STAG2
HLA-I,All three,1904,Q8N423,LIRB2
HLA-I,All three,1904,Q8N556,AFAP1
HLA-I,All three,1904,Q8N5C7,DTWD1
HLA-I,All three,1904,Q8N5H7,SH2D3
HLA-I,All three,1904,Q8N6K7,SAMD3
HLA-I,All three,1904,Q8N766,EMC1
HLA-I,All three,1904,Q8NB46,ANR52
HLA-I,All three,1904,Q8NBS9,TXND5
HLA-I,All three,1904,Q8NC56,LEMD2
HLA-I,All three,1904,Q8NCJ5,SPRY3
HLA-I,All three,1904,Q8ND71,GIMA8
HLA-I,All three,1904,Q8NEY1,NAV1
HLA-I,All three,1904,Q8NEZ3,WDR19
HLA-I,All three,1904,Q8NEZ4,KMT2C
HLA-I,All three,1904,Q8NF37,PCAT1
HLA-I,All three,1904,Q8NF50,DOCK8
HLA-I,All three,1904,Q8NF64,ZMIZ2
HLA-I,All three,1904,Q8NF91,SYNE1
HLA-I,All three,1904,Q8NFZ5,TNIP2
HLA-I,All three,1904,Q8NHP8,PLBL2
HLA-I,All three,1904,Q8NHV1,GIMA7
HLA-I,All three,1904,Q8NHW5,RLA0L
HLA-I,All three,1904,Q8NI08,NCOA7
HLA-I,All three,1904,Q8NI36,WDR36
HLA-I,All three,1904,Q8TAD4,ZNT5
HLA-I,All three,1904,Q8TAG9,EXOC6
HLA-I,All three,1904,Q8TBA6,GOGA5
HLA-I,All three,1904,Q8TBC3,SHKB1
HLA-I,All three,1904,Q8TBF2,PXL2B
HLA-I,All three,1904,Q8TCB0,IFI44
HLA-I,All three,1904,Q8TCJ2,STT3B
HLA-I,All three,1904,Q8TCT9,HM13
HLA-I,All three,1904,Q8TCU6,PREX1
HLA-I,All three,1904,Q8TD16,BICD2
HLA-I,All three,1904,Q8TDB6,DTX3L
HLA-I,All three,1904,Q8TDJ6,DMXL2
HLA-I,All three,1904,Q8TDW0,LRC8C
HLA-I,All three,1904,Q8TEM1,PO210
HLA-I,All three,1904,Q8TEW6,DOK4
HLA-I,All three,1904,Q8TF05,PP4R1
HLA-I,All three,1904,Q8TF74,WIPF2
HLA-I,All three,1904,Q8WTW3,COG1
HLA-I,All three,1904,Q8WUD4,CCD12
HLA-I,All three,1904,Q8WUF8,F172A
HLA-I,All three,1904,Q8WUI4,HDAC7
HLA-I,All three,1904,Q8WUM0,NU133
HLA-I,All three,1904,Q8WUM4,PDC6I
HLA-I,All three,1904,Q8WUW1,BRK1
HLA-I,All three,1904,Q8WUX9,CHMP7
HLA-I,All three,1904,Q8WVX9,FACR1
HLA-I,All three,1904,Q8WWM7,ATX2L
HLA-I,All three,1904,Q8WX93,PALLD
HLA-I,All three,1904,Q8WXG6,MADD
HLA-I,All three,1904,Q8WXH0,SYNE2
HLA-I,All three,1904,Q8WY64,MYLIP
HLA-I,All three,1904,Q8WYB5,KAT6B
HLA-I,All three,1904,Q8WYP3,RIN2
HLA-I,All three,1904,Q8WYP5,ELYS
HLA-I,All three,1904,Q92499,DDX1
HLA-I,All three,1904,Q92503,S14L1
HLA-I,All three,1904,Q92508,PIEZ1
HLA-I,All three,1904,Q92522,H1X
HLA-I,All three,1904,Q92539,LPIN2
HLA-I,All three,1904,Q92542,NICA
HLA-I,All three,1904,Q92545,TM131
HLA-I,All three,1904,Q92556,ELMO1
HLA-I,All three,1904,Q92560,BAP1
HLA-I,All three,1904,Q92575,UBXN4
HLA-I,All three,1904,Q92576,PHF3
HLA-I,All three,1904,Q92597,NDRG1
HLA-I,All three,1904,Q92598,HS105
HLA-I,All three,1904,Q92599,SEPT8
HLA-I,All three,1904,Q92608,DOCK2
HLA-I,All three,1904,Q92616,GCN1
HLA-I,All three,1904,Q92619,HMHA1
HLA-I,All three,1904,Q92620,PRP16
HLA-I,All three,1904,Q92621,NU205
HLA-I,All three,1904,Q92624,APBP2
HLA-I,All three,1904,Q92688,AN32B
HLA-I,All three,1904,Q92766,RREB1
HLA-I,All three,1904,Q92793,CBP
HLA-I,All three,1904,Q92797,SYMPK
HLA-I,All three,1904,Q92802,N42L2
HLA-I,All three,1904,Q92804,RBP56
HLA-I,All three,1904,Q92835,SHIP1
HLA-I,All three,1904,Q92841,DDX17
HLA-I,All three,1904,Q92845,KIFA3
HLA-I,All three,1904,Q92878,RAD50
HLA-I,All three,1904,Q92879,CELF1
HLA-I,All three,1904,Q92888,ARHG1
HLA-I,All three,1904,Q92896,GSLG1
HLA-I,All three,1904,Q92900,RENT1
HLA-I,All three,1904,Q92902,HPS1
HLA-I,All three,1904,Q92922,SMRC1
HLA-I,All three,1904,Q92973,TNPO1
HLA-I,All three,1904,Q92974,ARHG2
HLA-I,All three,1904,Q93008,USP9X
HLA-I,All three,1904,Q93009,UBP7
HLA-I,All three,1904,Q93062,RBPMS
HLA-I,All three,1904,Q93063,EXT2
HLA-I,All three,1904,Q93073,SBP2L
HLA-I,All three,1904,Q93074,MED12
HLA-I,All three,1904,Q95460,HMR1
HLA-I,All three,1904,Q969F9,HPS3
HLA-I,All three,1904,Q969G5,CAVN3
HLA-I,All three,1904,Q969H8,MYDGF
HLA-I,All three,1904,Q969M3,YIPF5
HLA-I,All three,1904,Q969N2,PIGT
HLA-I,All three,1904,Q969P5,FBX32
HLA-I,All three,1904,Q969U7,PSMG2
HLA-I,All three,1904,Q969V3,NCLN
HLA-I,All three,1904,Q969X5,ERGI1
HLA-I,All three,1904,Q969X6,UTP4
HLA-I,All three,1904,Q96A54,PAQR1
HLA-I,All three,1904,Q96A65,EXOC4
HLA-I,All three,1904,Q96AC1,FERM2
HLA-I,All three,1904,Q96AJ1,CLUA1
HLA-I,All three,1904,Q96AQ6,PBIP1
HLA-I,All three,1904,Q96AY4,TTC28
HLA-I,All three,1904,Q96B67,ARRD3
HLA-I,All three,1904,Q96BA8,CR3L1
HLA-I,All three,1904,Q96BY6,DOC10
HLA-I,All three,1904,Q96BY9,SARAF
HLA-I,All three,1904,Q96CN9,GCC1
HLA-I,All three,1904,Q96CS7,PKHB2
HLA-I,All three,1904,Q96CW1,AP2M1
HLA-I,All three,1904,Q96CW5,GCP3
HLA-I,All three,1904,Q96CX6,LRC58
HLA-I,All three,1904,Q96EE3,SEH1
HLA-I,All three,1904,Q96EK5,KBP
HLA-I,All three,1904,Q96GC9,VMP1
HLA-I,All three,1904,Q96GQ5,RUS1
HLA-I,All three,1904,Q96GQ7,DDX27
HLA-I,All three,1904,Q96HC4,PDLI5
HLA-I,All three,1904,Q96HF1,SFRP2
HLA-I,All three,1904,Q96HT8,MR1L1
HLA-I,All three,1904,Q96HW7,INT4
HLA-I,All three,1904,Q96I24,FUBP3
HLA-I,All three,1904,Q96IJ6,GMPPA
HLA-I,All three,1904,Q96IZ0,PAWR
HLA-I,All three,1904,Q96JB5,CK5P3
HLA-I,All three,1904,Q96JC1,VPS39
HLA-I,All three,1904,Q96JG6,VPS50
HLA-I,All three,1904,Q96JH7,VCIP1
HLA-I,All three,1904,Q96JI7,SPTCS
HLA-I,All three,1904,Q96JY6,PDLI2
HLA-I,All three,1904,Q96K12,FACR2
HLA-I,All three,1904,Q96K76,UBP47
HLA-I,All three,1904,Q96KP4,CNDP2
HLA-I,All three,1904,Q96KR1,ZFR
HLA-I,All three,1904,Q96L73,NSD1
HLA-I,All three,1904,Q96LZ7,RMD2
HLA-I,All three,1904,Q96MU7,YTDC1
HLA-I,All three,1904,Q96N46,TTC14
HLA-I,All three,1904,Q96N67,DOCK7
HLA-I,All three,1904,Q96NE9,FRMD6
HLA-I,All three,1904,Q96NL6,SCLT1
HLA-I,All three,1904,Q96P48,ARAP1
HLA-I,All three,1904,Q96P70,IPO9
HLA-I,All three,1904,Q96PC5,MIA2
HLA-I,All three,1904,Q96PK6,RBM14
HLA-I,All three,1904,Q96PM9,Z385A
HLA-I,All three,1904,Q96PP8,GBP5
HLA-I,All three,1904,Q96PP9,GBP4
HLA-I,All three,1904,Q96PQ7,KLHL5
HLA-I,All three,1904,Q96PU8,QKI
HLA-I,All three,1904,Q96PY5,FMNL2
HLA-I,All three,1904,Q96Q15,SMG1
HLA-I,All three,1904,Q96QB1,RHG07
HLA-I,All three,1904,Q96QD9,UIF
HLA-I,All three,1904,Q96QK1,VPS35
HLA-I,All three,1904,Q96QU8,XPO6
HLA-I,All three,1904,Q96RF0,SNX18
HLA-I,All three,1904,Q96RL7,VP13A
HLA-I,All three,1904,Q96RT1,ERBIN
HLA-I,All three,1904,Q96RU3,FNBP1
HLA-I,All three,1904,Q96RW7,HMCN1
HLA-I,All three,1904,Q96RY7,IF140
HLA-I,All three,1904,Q96S16,JMJD8
HLA-I,All three,1904,Q96S52,PIGS
HLA-I,All three,1904,Q96S55,WRIP1
HLA-I,All three,1904,Q96S59,RANB9
HLA-I,All three,1904,Q96SK2,TM209
HLA-I,All three,1904,Q96SN8,CK5P2
HLA-I,All three,1904,Q96ST2,IWS1
HLA-I,All three,1904,Q96ST3,SIN3A
HLA-I,All three,1904,Q96T49,PP16B
HLA-I,All three,1904,Q96T58,MINT
HLA-I,All three,1904,Q96T76,MMS19
HLA-I,All three,1904,Q96TA1,NIBA2
HLA-I,All three,1904,Q96TA2,YMEL1
HLA-I,All three,1904,Q99081,HTF4
HLA-I,All three,1904,Q99459,CDC5L
HLA-I,All three,1904,Q99460,PSMD1
HLA-I,All three,1904,Q99471,PFD5
HLA-I,All three,1904,Q99536,VAT1
HLA-I,All three,1904,Q99541,PLIN2
HLA-I,All three,1904,Q99576,T22D3
HLA-I,All three,1904,Q99590,SCAFB
HLA-I,All three,1904,Q99608,NECD
HLA-I,All three,1904,Q99612,KLF6
HLA-I,All three,1904,Q99613,EIF3C
HLA-I,All three,1904,Q99615,DNJC7
HLA-I,All three,1904,Q99683,M3K5
HLA-I,All three,1904,Q99707,METH
HLA-I,All three,1904,Q99715,COCA1
HLA-I,All three,1904,Q99732,LITAF
HLA-I,All three,1904,Q99733,NP1L4
HLA-I,All three,1904,Q99758,ABCA3
HLA-I,All three,1904,Q99814,EPAS1
HLA-I,All three,1904,Q99828,CIB1
HLA-I,All three,1904,Q99832,TCPH
HLA-I,All three,1904,Q99836,MYD88
HLA-I,All three,1904,Q99873,ANM1
HLA-I,All three,1904,Q99879,H2B1M
HLA-I,All three,1904,Q99941,ATF6B
HLA-I,All three,1904,Q99973,TEP1
HLA-I,All three,1904,Q99996,AKAP9
HLA-I,All three,1904,Q9BPX1,DHB14
HLA-I,All three,1904,Q9BPZ7,SIN1
HLA-I,All three,1904,Q9BQ04,RBM4B
HLA-I,All three,1904,Q9BQ70,TCF25
HLA-I,All three,1904,Q9BQE5,APOL2
HLA-I,All three,1904,Q9BQF6,SENP7
HLA-I,All three,1904,Q9BQI3,E2AK1
HLA-I,All three,1904,Q9BRR6,ADPGK
HLA-I,All three,1904,Q9BRR9,RHG09
HLA-I,All three,1904,Q9BS26,ERP44
HLA-I,All three,1904,Q9BSJ2,GCP2
HLA-I,All three,1904,Q9BSJ8,ESYT1
HLA-I,All three,1904,Q9BT67,NFIP1
HLA-I,All three,1904,Q9BTE1,DCTN5
HLA-I,All three,1904,Q9BTL4,IER2
HLA-I,All three,1904,Q9BTV4,TMM43
HLA-I,All three,1904,Q9BTY2,FUCO2
HLA-I,All three,1904,Q9BUB4,ADAT1
HLA-I,All three,1904,Q9BUI4,RPC3
HLA-I,All three,1904,Q9BUJ2,HNRL1
HLA-I,All three,1904,Q9BUN8,DERL1
HLA-I,All three,1904,Q9BVK2,ALG8
HLA-I,All three,1904,Q9BVK6,TMED9
HLA-I,All three,1904,Q9BVK8,TM147
HLA-I,All three,1904,Q9BWF3,RBM4
HLA-I,All three,1904,Q9BWW8,APOL6
HLA-I,All three,1904,Q9BX95,SGPP1
HLA-I,All three,1904,Q9BXD5,NPL
HLA-I,All three,1904,Q9BXL7,CAR11
HLA-I,All three,1904,Q9BY44,EIF2A
HLA-I,All three,1904,Q9BY50,SC11C
HLA-I,All three,1904,Q9BY77,PDIP3
HLA-I,All three,1904,Q9BY89,K1671
HLA-I,All three,1904,Q9BYK8,HELZ2
HLA-I,All three,1904,Q9BYN0,SRXN1
HLA-I,All three,1904,Q9BYX4,IFIH1
HLA-I,All three,1904,Q9BZ29,DOCK9
HLA-I,All three,1904,Q9BZF9,UACA
HLA-I,All three,1904,Q9BZH6,WDR11
HLA-I,All three,1904,Q9BZJ0,CRNL1
HLA-I,All three,1904,Q9BZL1,UBL5
HLA-I,All three,1904,Q9BZL6,KPCD2
HLA-I,All three,1904,Q9BZQ8,NIBA1
HLA-I,All three,1904,Q9BZV1,UBXN6
HLA-I,All three,1904,Q9BZZ2,SN
HLA-I,All three,1904,Q9BZZ5,API5
HLA-I,All three,1904,Q9C000,NLRP1
HLA-I,All three,1904,Q9C0B1,FTO
HLA-I,All three,1904,Q9C0C2,TB182
HLA-I,All three,1904,Q9C0J9,BHE41
HLA-I,All three,1904,Q9GZM5,YIPF3
HLA-I,All three,1904,Q9GZR7,DDX24
HLA-I,All three,1904,Q9GZS3,WDR61
HLA-I,All three,1904,Q9H0A0,NAT10
HLA-I,All three,1904,Q9H0E9,BRD8
HLA-I,All three,1904,Q9H0J9,PAR12
HLA-I,All three,1904,Q9H0K1,SIK2
HLA-I,All three,1904,Q9H0K6,PUS7L
HLA-I,All three,1904,Q9H0P0,5NT3A
HLA-I,All three,1904,Q9H0S4,DDX47
HLA-I,All three,1904,Q9H0U3,MAGT1
HLA-I,All three,1904,Q9H147,TDIF1
HLA-I,All three,1904,Q9H173,SIL1
HLA-I,All three,1904,Q9H1A4,APC1
HLA-I,All three,1904,Q9H1C3,GL8D2
HLA-I,All three,1904,Q9H1C4,UN93B
HLA-I,All three,1904,Q9H1H9,KI13A
HLA-I,All three,1904,Q9H1P3,OSBL2
HLA-I,All three,1904,Q9H223,EHD4
HLA-I,All three,1904,Q9H269,VPS16
HLA-I,All three,1904,Q9H2D6,TARA
HLA-I,All three,1904,Q9H2Y7,ZN106
HLA-I,All three,1904,Q9H307,PININ
HLA-I,All three,1904,Q9H334,FOXP1
HLA-I,All three,1904,Q9H3K2,GHITM
HLA-I,All three,1904,Q9H3K6,BOLA2
HLA-I,All three,1904,Q9H3M7,TXNIP
HLA-I,All three,1904,Q9H3P7,GCP60
HLA-I,All three,1904,Q9H3U1,UN45A
HLA-I,All three,1904,Q9H469,FXL15
HLA-I,All three,1904,Q9H4A3,WNK1
HLA-I,All three,1904,Q9H4I3,TRABD
HLA-I,All three,1904,Q9H4X1,RGCC
HLA-I,All three,1904,Q9H4Z3,CAPAM
HLA-I,All three,1904,Q9H583,HEAT1
HLA-I,All three,1904,Q9H5Z1,DHX35
HLA-I,All three,1904,Q9H6H4,REEP4
HLA-I,All three,1904,Q9H6T3,RPAP3
HLA-I,All three,1904,Q9H765,ASB8
HLA-I,All three,1904,Q9H7F0,AT133
HLA-I,All three,1904,Q9H7Z6,KAT8
HLA-I,All three,1904,Q9H832,UBE2Z
HLA-I,All three,1904,Q9H8H0,NOL11
HLA-I,All three,1904,Q9H8L6,MMRN2
HLA-I,All three,1904,Q9H8M2,BRD9
HLA-I,All three,1904,Q9H8S9,MOB1A
HLA-I,All three,1904,Q9HB40,RISC
HLA-I,All three,1904,Q9HB90,RRAGC
HLA-I,All three,1904,Q9HBG6,IF122
HLA-I,All three,1904,Q9HBK9,AS3MT
HLA-I,All three,1904,Q9HBL0,TENS1
HLA-I,All three,1904,Q9HBR0,S38AA
HLA-I,All three,1904,Q9HBU6,EKI1
HLA-I,All three,1904,Q9HC35,EMAL4
HLA-I,All three,1904,Q9HCE1,MOV10
HLA-I,All three,1904,Q9HCG8,CWC22
HLA-I,All three,1904,Q9HCH5,SYTL2
HLA-I,All three,1904,Q9HCK8,CHD8
HLA-I,All three,1904,Q9HCM1,RESF1
HLA-I,All three,1904,Q9HD15,SRA1
HLA-I,All three,1904,Q9HD26,GOPC
HLA-I,All three,1904,Q9HD67,MYO10
HLA-I,All three,1904,Q9HDC9,APMAP
HLA-I,All three,1904,Q9NNW5,WDR6
HLA-I,All three,1904,Q9NP61,ARFG3
HLA-I,All three,1904,Q9NP77,SSU72
HLA-I,All three,1904,Q9NP97,DLRB1
HLA-I,All three,1904,Q9NPF4,OSGEP
HLA-I,All three,1904,Q9NQ55,SSF1
HLA-I,All three,1904,Q9NQC1,JADE2
HLA-I,All three,1904,Q9NQC3,RTN4
HLA-I,All three,1904,Q9NQT8,KI13B
HLA-I,All three,1904,Q9NR09,BIRC6
HLA-I,All three,1904,Q9NR30,DDX21
HLA-I,All three,1904,Q9NR48,ASH1L
HLA-I,All three,1904,Q9NR77,PXMP2
HLA-I,All three,1904,Q9NRG9,AAAS
HLA-I,All three,1904,Q9NRK6,ABCBA
HLA-I,All three,1904,Q9NRL2,BAZ1A
